,Tên_mặt_hàng,Thị_trường,Ngày,Giá
0,Gạo thường|Rice,An Giang,2007-03-08,4800
2154,Gạo thường|Rice,An Giang,2019-10-24,11000
2155,Gạo thường|Rice,An Giang,2019-10-25,11000
2156,Gạo thường|Rice,An Giang,2019-10-28,11000
2157,Gạo thường|Rice,An Giang,2019-10-29,11000
2158,Gạo thường|Rice,An Giang,2019-10-30,11000
2159,Gạo thường|Rice,An Giang,2019-10-31,11000
2160,Gạo thường|Rice,An Giang,2019-11-05,11000
2161,Gạo thường|Rice,An Giang,2019-11-06,11000
2162,Gạo thường|Rice,An Giang,2019-11-07,11000
2163,Gạo thường|Rice,An Giang,2019-11-08,11000
2164,Gạo thường|Rice,An Giang,2019-11-16,11000
2165,Gạo thường|Rice,An Giang,2019-11-19,11000
2166,Gạo thường|Rice,An Giang,2019-11-20,11000
2167,Gạo thường|Rice,An Giang,2019-11-22,11000
2168,Gạo thường|Rice,An Giang,2019-11-23,11000
2169,Gạo thường|Rice,An Giang,2019-11-25,11000
2170,Gạo thường|Rice,An Giang,2019-12-13,11000
2171,Gạo thường|Rice,An Giang,2019-12-16,11000
2172,Gạo thường|Rice,An Giang,2019-12-17,11000
2173,Gạo thường|Rice,An Giang,2019-12-18,11000
2174,Gạo thường|Rice,An Giang,2019-12-19,11000
2175,Gạo thường|Rice,An Giang,2019-12-20,11000
2176,Gạo thường|Rice,An Giang,2019-12-23,11000
2177,Gạo thường|Rice,An Giang,2019-12-25,11000
2178,Gạo thường|Rice,An Giang,2019-12-26,11000
2179,Gạo thường|Rice,An Giang,2019-12-30,11000
2180,Gạo thường|Rice,An Giang,2020-01-09,11000
2181,Gạo thường|Rice,An Giang,2020-01-10,11000
2182,Gạo thường|Rice,An Giang,2020-01-15,11000
2183,Gạo thường|Rice,An Giang,2020-01-20,11000
2184,Gạo thường|Rice,An Giang,2020-01-31,11000
2185,Gạo thường|Rice,An Giang,2020-02-03,11000
2186,Gạo thường|Rice,An Giang,2020-02-04,11000
2187,Gạo thường|Rice,An Giang,2020-02-05,11000
2188,Gạo thường|Rice,An Giang,2020-02-06,11000
2189,Gạo thường|Rice,An Giang,2020-02-07,11000
2190,Gạo thường|Rice,An Giang,2020-02-10,11000
2191,Gạo thường|Rice,An Giang,2020-02-11,11000
2192,Gạo thường|Rice,An Giang,2020-02-12,11000
2193,Gạo thường|Rice,An Giang,2020-02-13,11000
2194,Gạo thường|Rice,An Giang,2020-02-14,11000
2195,Gạo thường|Rice,An Giang,2020-02-17,11000
2196,Gạo thường|Rice,An Giang,2020-02-18,11000
2197,Gạo thường|Rice,An Giang,2020-02-19,11000
2198,Gạo thường|Rice,An Giang,2020-02-20,11000
2199,Gạo thường|Rice,An Giang,2020-02-21,11000
2200,Gạo thường|Rice,An Giang,2020-02-24,11000
2201,Gạo thường|Rice,An Giang,2020-02-25,11000
2202,Gạo thường|Rice,An Giang,2020-02-26,11000
2203,Gạo thường|Rice,An Giang,2020-02-27,11000
2204,Gạo thường|Rice,An Giang,2020-02-28,11000
2205,Gạo thường|Rice,An Giang,2020-03-02,11000
2206,Gạo thường|Rice,An Giang,2020-03-03,11000
2207,Gạo thường|Rice,An Giang,2020-03-04,11000
2208,Gạo thường|Rice,An Giang,2020-03-05,11000
2209,Gạo thường|Rice,An Giang,2020-03-09,11000
2210,Gạo thường|Rice,An Giang,2020-03-10,11000
2211,Gạo thường|Rice,An Giang,2020-03-11,11000
2212,Gạo thường|Rice,An Giang,2020-03-12,11000
2213,Gạo thường|Rice,An Giang,2020-03-13,11000
2214,Gạo thường|Rice,An Giang,2020-03-16,11000
2215,Gạo thường|Rice,An Giang,2020-03-17,11000
2216,Gạo thường|Rice,An Giang,2020-03-18,11000
2217,Gạo thường|Rice,An Giang,2020-03-19,11500
2218,Gạo thường|Rice,An Giang,2020-03-20,11500
2219,Gạo thường|Rice,An Giang,2020-03-23,11500
2220,Gạo thường|Rice,An Giang,2020-03-24,11500
2221,Gạo thường|Rice,An Giang,2020-03-25,11500
2222,Gạo thường|Rice,An Giang,2020-03-26,11500
2223,Gạo thường|Rice,An Giang,2020-03-27,11500
2224,Gạo thường|Rice,An Giang,2020-03-30,11500
2225,Gạo thường|Rice,An Giang,2020-03-31,11500
2226,Gạo thường|Rice,An Giang,2020-04-01,11500
2227,Gạo thường|Rice,An Giang,2020-04-02,11500
2228,Gạo thường|Rice,An Giang,2020-04-03,11500
2229,Gạo thường|Rice,An Giang,2020-04-06,11500
2230,Gạo thường|Rice,An Giang,2020-04-07,11500
2231,Gạo thường|Rice,An Giang,2020-04-08,11500
2232,Gạo thường|Rice,An Giang,2020-04-09,11500
2233,Gạo thường|Rice,An Giang,2020-04-10,11500
2234,Gạo thường|Rice,An Giang,2020-04-13,11500
2235,Gạo thường|Rice,An Giang,2020-04-14,11500
2236,Gạo thường|Rice,An Giang,2020-04-15,11500
2237,Gạo thường|Rice,An Giang,2020-04-16,11500
2238,Gạo thường|Rice,An Giang,2020-04-17,11500
2239,Gạo thường|Rice,An Giang,2020-04-20,11500
2240,Gạo thường|Rice,An Giang,2020-04-21,11500
2241,Gạo thường|Rice,An Giang,2020-04-22,11500
2242,Gạo thường|Rice,An Giang,2020-04-23,11500
2243,Gạo thường|Rice,An Giang,2020-04-24,11500
2244,Gạo thường|Rice,An Giang,2020-04-27,11500
2245,Gạo thường|Rice,An Giang,2020-04-28,11500
2246,Gạo thường|Rice,An Giang,2020-04-29,11500
2247,Gạo thường|Rice,An Giang,2020-05-04,11500
2248,Gạo thường|Rice,An Giang,2020-05-05,11500
2249,Gạo thường|Rice,An Giang,2020-05-06,11500
2250,Gạo thường|Rice,An Giang,2020-05-07,11500
2251,Gạo thường|Rice,An Giang,2020-05-08,11500
2252,Gạo thường|Rice,An Giang,2020-05-11,11500
2253,Gạo thường|Rice,An Giang,2020-05-12,11500
2254,Gạo thường|Rice,An Giang,2020-05-13,11500
2255,Gạo thường|Rice,An Giang,2020-05-14,11500
2256,Gạo thường|Rice,An Giang,2020-05-15,11500
2257,Gạo thường|Rice,An Giang,2020-05-18,11500
2258,Gạo thường|Rice,An Giang,2020-05-19,11500
2259,Gạo thường|Rice,An Giang,2020-05-20,11500
2260,Gạo thường|Rice,An Giang,2020-05-21,11500
2261,Gạo thường|Rice,An Giang,2020-05-22,11500
2262,Gạo thường|Rice,An Giang,2020-05-25,11500
2263,Gạo thường|Rice,An Giang,2020-05-26,11500
2264,Gạo thường|Rice,An Giang,2020-05-27,11500
2265,Gạo thường|Rice,An Giang,2020-05-28,11500
2266,Gạo thường|Rice,An Giang,2020-05-29,11500
2267,Gạo thường|Rice,An Giang,2020-06-01,11500
2268,Gạo thường|Rice,An Giang,2020-06-02,11500
2269,Gạo thường|Rice,An Giang,2020-06-03,11500
2270,Gạo thường|Rice,An Giang,2020-06-04,11500
2271,Gạo thường|Rice,An Giang,2020-06-05,11500
2272,Gạo thường|Rice,An Giang,2020-06-08,11500
2273,Gạo thường|Rice,An Giang,2020-06-09,11500
2274,Gạo thường|Rice,An Giang,2020-06-10,11500
2275,Gạo thường|Rice,An Giang,2020-06-11,11500
2276,Gạo thường|Rice,An Giang,2020-06-12,11500
2277,Gạo thường|Rice,An Giang,2020-06-15,11500
2278,Gạo thường|Rice,An Giang,2020-06-16,11500
2279,Gạo thường|Rice,An Giang,2020-06-17,11500
2280,Gạo thường|Rice,An Giang,2020-06-18,11500
2281,Gạo thường|Rice,An Giang,2020-06-19,11500
2282,Gạo thường|Rice,An Giang,2020-06-22,11500
2283,Gạo thường|Rice,An Giang,2020-06-23,11500
2284,Gạo thường|Rice,An Giang,2020-06-24,11500
2285,Gạo thường|Rice,An Giang,2020-06-25,11500
2286,Gạo thường|Rice,An Giang,2020-06-26,11500
2287,Gạo thường|Rice,An Giang,2020-06-29,11500
2288,Gạo thường|Rice,An Giang,2020-06-30,11500
2289,Gạo thường|Rice,An Giang,2020-07-01,11500
2290,Gạo thường|Rice,An Giang,2020-07-02,11500
2291,Gạo thường|Rice,An Giang,2020-07-03,11500
2292,Gạo thường|Rice,An Giang,2020-07-06,11500
2293,Gạo thường|Rice,An Giang,2020-07-07,11500
2294,Gạo thường|Rice,An Giang,2020-07-08,11500
2295,Gạo thường|Rice,An Giang,2020-07-09,11500
2296,Gạo thường|Rice,An Giang,2020-07-10,11500
2297,Gạo thường|Rice,An Giang,2020-07-13,11500
2298,Gạo thường|Rice,An Giang,2020-07-14,11500
2299,Gạo thường|Rice,An Giang,2020-07-15,11500
2300,Gạo thường|Rice,An Giang,2020-07-17,11500
2301,Gạo thường|Rice,An Giang,2020-07-20,11500
2302,Gạo thường|Rice,An Giang,2020-07-21,11500
2303,Gạo thường|Rice,An Giang,2020-07-22,11500
2304,Gạo thường|Rice,An Giang,2020-07-23,11500
2305,Gạo thường|Rice,An Giang,2020-07-24,11500
2306,Gạo thường|Rice,An Giang,2020-07-27,11500
2307,Gạo thường|Rice,An Giang,2020-07-28,11500
2308,Gạo thường|Rice,An Giang,2020-08-10,11500
2309,Gạo thường|Rice,An Giang,2020-08-11,11500
2310,Gạo thường|Rice,An Giang,2020-08-12,11500
2311,Gạo thường|Rice,An Giang,2020-08-13,11500
2312,Gạo thường|Rice,An Giang,2020-08-14,11500
2313,Gạo thường|Rice,An Giang,2020-08-17,11500
2314,Gạo thường|Rice,An Giang,2020-08-18,11500
2315,Gạo thường|Rice,An Giang,2020-08-19,11500
2316,Gạo thường|Rice,An Giang,2020-08-21,11500
2317,Gạo thường|Rice,An Giang,2020-08-24,11500
2318,Gạo thường|Rice,An Giang,2020-08-25,11500
2319,Gạo thường|Rice,An Giang,2020-08-26,11500
2320,Gạo thường|Rice,An Giang,2020-08-27,11500
2321,Gạo thường|Rice,An Giang,2020-08-31,11500
2322,Gạo thường|Rice,An Giang,2020-09-01,11500
2323,Gạo thường|Rice,An Giang,2020-09-03,11500
2324,Gạo thường|Rice,An Giang,2020-09-04,11500
2325,Gạo thường|Rice,An Giang,2020-09-07,11500
2326,Gạo thường|Rice,An Giang,2020-09-08,11500
2327,Gạo thường|Rice,An Giang,2020-09-10,11500
2328,Gạo thường|Rice,An Giang,2020-09-11,11500
2329,Gạo thường|Rice,An Giang,2020-09-14,11500
2330,Gạo thường|Rice,An Giang,2020-09-15,11500
2331,Gạo thường|Rice,An Giang,2020-09-23,11500
2332,Gạo thường|Rice,An Giang,2020-09-24,11500
2333,Gạo thường|Rice,An Giang,2020-09-25,11500
2334,Gạo thường|Rice,An Giang,2020-09-28,11500
2335,Gạo thường|Rice,An Giang,2020-09-29,11500
2336,Gạo thường|Rice,An Giang,2020-10-06,11500
2337,Gạo thường|Rice,An Giang,2020-10-07,11500
2338,Gạo thường|Rice,An Giang,2020-10-08,11500
2339,Gạo thường|Rice,An Giang,2020-10-09,11500
2340,Gạo thường|Rice,An Giang,2020-10-12,11500
2341,Gạo thường|Rice,An Giang,2020-10-13,11500
2342,Gạo thường|Rice,An Giang,2020-10-14,11500
2343,Gạo thường|Rice,An Giang,2020-10-15,11500
2344,Gạo thường|Rice,An Giang,2020-10-19,11500
2345,Gạo thường|Rice,An Giang,2020-10-20,11500
2346,Gạo thường|Rice,An Giang,2020-10-21,11500
2347,Gạo thường|Rice,An Giang,2020-10-22,11500
2348,Gạo thường|Rice,An Giang,2020-10-23,11500
2349,Gạo thường|Rice,An Giang,2020-10-26,11500
2350,Gạo thường|Rice,An Giang,2020-10-27,11500
2351,Gạo thường|Rice,An Giang,2020-10-28,11500
2352,Gạo thường|Rice,An Giang,2020-10-29,11500
2353,Gạo thường|Rice,An Giang,2020-11-02,11500
2354,Gạo thường|Rice,An Giang,2020-11-03,11500
2355,Gạo thường|Rice,An Giang,2020-11-04,11500
2356,Gạo thường|Rice,An Giang,2020-11-05,11500
2357,Gạo thường|Rice,An Giang,2020-11-06,11500
2358,Gạo thường|Rice,An Giang,2020-11-09,11500
2359,Gạo thường|Rice,An Giang,2020-11-10,11500
2360,Gạo thường|Rice,An Giang,2020-11-11,11500
2361,Gạo thường|Rice,An Giang,2020-11-12,11500
2362,Gạo thường|Rice,An Giang,2020-11-13,11500
2363,Gạo thường|Rice,An Giang,2020-11-16,11500
2364,Gạo thường|Rice,An Giang,2020-11-17,11500
2365,Gạo thường|Rice,An Giang,2020-11-18,11500
2366,Gạo thường|Rice,An Giang,2020-11-19,11500
2367,Gạo thường|Rice,An Giang,2020-11-20,11500
2368,Gạo thường|Rice,An Giang,2020-11-23,11500
2369,Gạo thường|Rice,An Giang,2020-11-24,11500
2370,Gạo thường|Rice,An Giang,2020-11-25,11500
2371,Gạo thường|Rice,An Giang,2020-11-26,11500
2372,Gạo thường|Rice,An Giang,2020-11-27,11500
2373,Gạo thường|Rice,An Giang,2020-11-30,11500
2374,Gạo thường|Rice,An Giang,2020-12-01,11500
2375,Gạo thường|Rice,An Giang,2020-12-02,11500
2376,Gạo thường|Rice,An Giang,2020-12-03,11500
2377,Gạo thường|Rice,An Giang,2020-12-04,11500
2378,Gạo thường|Rice,An Giang,2020-12-07,11500
2379,Gạo thường|Rice,An Giang,2020-12-08,11500
2380,Gạo thường|Rice,An Giang,2020-12-09,11500
2381,Gạo thường|Rice,An Giang,2020-12-10,11500
2382,Gạo thường|Rice,An Giang,2020-12-11,11500
2383,Gạo thường|Rice,An Giang,2020-12-14,11500
2384,Gạo thường|Rice,An Giang,2020-12-15,11000
2385,Gạo thường|Rice,An Giang,2020-12-16,11000
2386,Gạo thường|Rice,An Giang,2020-12-17,11000
2387,Gạo thường|Rice,An Giang,2020-12-18,11000
2388,Gạo thường|Rice,An Giang,2020-12-21,11000
2389,Gạo thường|Rice,An Giang,2020-12-22,11000
2390,Gạo thường|Rice,An Giang,2020-12-23,11000
2391,Gạo thường|Rice,An Giang,2020-12-28,11500
2392,Gạo thường|Rice,An Giang,2020-12-31,11500
2393,Gạo thường|Rice,An Giang,2021-01-04,11500
2394,Gạo thường|Rice,An Giang,2021-01-06,11500
2395,Gạo thường|Rice,An Giang,2021-01-08,11500
2396,Gạo thường|Rice,An Giang,2021-01-11,11500
2397,Gạo thường|Rice,An Giang,2021-01-12,11500
2398,Gạo thường|Rice,An Giang,2021-01-13,11500
2399,Gạo thường|Rice,An Giang,2021-01-14,11500
2400,Gạo thường|Rice,An Giang,2021-01-15,11500
2401,Gạo thường|Rice,An Giang,2021-01-18,11500
2402,Gạo thường|Rice,An Giang,2021-01-19,11500
2403,Gạo thường|Rice,An Giang,2021-01-20,11500
2404,Gạo thường|Rice,An Giang,2021-01-21,11500
2405,Gạo thường|Rice,An Giang,2021-01-22,11500
2406,Gạo thường|Rice,An Giang,2021-01-25,11500
2407,Gạo thường|Rice,An Giang,2021-01-26,11500
2408,Gạo thường|Rice,An Giang,2021-01-27,11500
2409,Gạo thường|Rice,An Giang,2021-01-28,11500
2410,Gạo thường|Rice,An Giang,2021-02-03,11500
2411,Gạo thường|Rice,An Giang,2021-02-18,11500
2412,Gạo thường|Rice,An Giang,2021-02-19,11500
2413,Gạo thường|Rice,An Giang,2021-02-22,11500
2414,Gạo thường|Rice,An Giang,2021-02-23,11500
2415,Gạo thường|Rice,An Giang,2021-02-24,11500
2416,Gạo thường|Rice,An Giang,2021-02-25,11500
2417,Gạo thường|Rice,An Giang,2021-02-26,11500
2418,Gạo thường|Rice,An Giang,2021-03-01,11500
2419,Gạo thường|Rice,An Giang,2021-03-02,11500
2420,Gạo thường|Rice,An Giang,2021-03-05,12000
2421,Gạo thường|Rice,An Giang,2021-03-08,12000
2422,Gạo thường|Rice,An Giang,2021-03-09,12000
2423,Gạo thường|Rice,An Giang,2021-03-10,12000
2424,Gạo thường|Rice,An Giang,2021-03-11,12000
2425,Gạo thường|Rice,An Giang,2021-03-12,12000
2426,Gạo thường|Rice,An Giang,2021-03-15,11500
2427,Gạo thường|Rice,An Giang,2021-03-16,11500
2428,Gạo thường|Rice,An Giang,2021-03-17,11500
2429,Gạo thường|Rice,An Giang,2021-03-18,11500
2430,Gạo thường|Rice,An Giang,2021-03-19,11500
2431,Gạo thường|Rice,An Giang,2021-03-22,11500
2432,Gạo thường|Rice,An Giang,2021-03-23,11500
2433,Gạo thường|Rice,An Giang,2021-03-24,11500
2434,Gạo thường|Rice,An Giang,2021-03-25,11500
2435,Gạo thường|Rice,An Giang,2021-03-26,11500
2436,Gạo thường|Rice,An Giang,2021-03-29,11500
2437,Gạo thường|Rice,An Giang,2021-03-30,11500
2438,Gạo thường|Rice,An Giang,2021-03-31,11500
2439,Gạo thường|Rice,An Giang,2021-04-02,11500
2440,Gạo thường|Rice,An Giang,2021-04-05,11500
2441,Gạo thường|Rice,An Giang,2021-04-06,11500
2442,Gạo thường|Rice,An Giang,2021-04-07,11500
2443,Gạo thường|Rice,An Giang,2021-04-08,11500
2444,Gạo thường|Rice,An Giang,2021-04-09,11500
2445,Gạo thường|Rice,An Giang,2021-04-12,11500
2446,Gạo thường|Rice,An Giang,2021-04-13,11500
2447,Gạo thường|Rice,An Giang,2021-04-14,11500
2448,Gạo thường|Rice,An Giang,2021-04-15,11500
2449,Gạo thường|Rice,An Giang,2021-04-16,11500
2450,Gạo thường|Rice,An Giang,2021-04-19,11500
2451,Gạo thường|Rice,An Giang,2021-04-20,11500
2452,Gạo thường|Rice,An Giang,2021-04-22,11500
2453,Gạo thường|Rice,An Giang,2021-04-23,12000
2454,Gạo thường|Rice,An Giang,2021-04-26,12000
2455,Gạo thường|Rice,An Giang,2021-04-27,12000
2456,Gạo thường|Rice,An Giang,2021-04-29,11500
2457,Gạo thường|Rice,An Giang,2021-05-04,12000
2458,Gạo thường|Rice,An Giang,2021-05-05,12000
2459,Gạo thường|Rice,An Giang,2021-05-07,12000
2460,Gạo thường|Rice,An Giang,2021-05-10,12000
2461,Gạo thường|Rice,An Giang,2021-05-11,12000
2462,Gạo thường|Rice,An Giang,2021-05-12,12000
2463,Gạo thường|Rice,An Giang,2021-05-13,12000
2464,Gạo thường|Rice,An Giang,2021-05-14,12000
2465,Gạo thường|Rice,An Giang,2021-05-17,12000
2466,Gạo thường|Rice,An Giang,2021-05-18,12000
2467,Gạo thường|Rice,An Giang,2021-05-20,12000
2468,Gạo thường|Rice,An Giang,2021-05-21,12000
2469,Gạo thường|Rice,An Giang,2021-05-24,12000
2470,Gạo thường|Rice,An Giang,2021-05-25,12000
2471,Gạo thường|Rice,An Giang,2021-05-26,12000
2472,Gạo thường|Rice,An Giang,2021-05-27,12000
2473,Gạo thường|Rice,An Giang,2021-05-28,12000
2474,Gạo thường|Rice,An Giang,2021-05-31,12000
2475,Gạo thường|Rice,An Giang,2021-06-01,12000
2476,Gạo thường|Rice,An Giang,2021-06-02,12000
2477,Gạo thường|Rice,An Giang,2021-06-03,12000
2478,Gạo thường|Rice,An Giang,2021-06-04,12000
2479,Gạo thường|Rice,An Giang,2021-06-07,12000
2480,Gạo thường|Rice,An Giang,2021-06-08,12000
2481,Gạo thường|Rice,An Giang,2021-06-09,12000
2482,Gạo thường|Rice,An Giang,2021-06-10,12500
2483,Gạo thường|Rice,An Giang,2021-06-11,13250
2484,Gạo thường|Rice,An Giang,2021-06-14,12500
2485,Gạo thường|Rice,An Giang,2021-06-15,12500
2486,Gạo thường|Rice,An Giang,2021-06-16,12500
2487,Gạo thường|Rice,An Giang,2021-06-17,12500
2488,Gạo thường|Rice,An Giang,2021-06-18,12500
2489,Gạo thường|Rice,An Giang,2021-06-21,12500
2490,Gạo thường|Rice,An Giang,2021-06-22,12500
2491,Gạo thường|Rice,An Giang,2021-06-23,12500
2492,Gạo thường|Rice,An Giang,2021-06-24,12000
2493,Gạo thường|Rice,An Giang,2021-06-25,12000
2494,Gạo thường|Rice,An Giang,2021-06-28,12000
2495,Gạo thường|Rice,An Giang,2021-06-29,12000
2496,Gạo thường|Rice,An Giang,2021-06-30,1200
2497,Gạo thường|Rice,An Giang,2021-07-01,12000
2498,Gạo thường|Rice,An Giang,2021-07-02,12000
2499,Gạo thường|Rice,An Giang,2021-07-05,12000
2500,Gạo thường|Rice,An Giang,2021-07-06,12000
2501,Gạo thường|Rice,An Giang,2021-07-07,12000
2502,Gạo thường|Rice,An Giang,2021-07-08,12000
2503,Gạo thường|Rice,An Giang,2021-07-09,12000
2504,Gạo thường|Rice,An Giang,2021-07-12,12000
2505,Gạo thường|Rice,An Giang,2021-07-13,12000
2506,Gạo thường|Rice,An Giang,2021-07-14,12000
2507,Gạo thường|Rice,An Giang,2021-07-15,12000
2508,Gạo thường|Rice,An Giang,2021-07-16,12000
2509,Gạo thường|Rice,An Giang,2021-07-19,12000
2510,Gạo thường|Rice,An Giang,2021-07-22,12000
2511,Gạo thường|Rice,An Giang,2021-07-23,12000
2512,Gạo thường|Rice,An Giang,2021-07-26,12500
2513,Gạo thường|Rice,An Giang,2021-07-27,12500
2514,Gạo thường|Rice,An Giang,2021-07-28,12500
2515,Gạo thường|Rice,An Giang,2021-07-29,12500
2516,Gạo thường|Rice,An Giang,2021-07-30,12500
2517,Gạo thường|Rice,An Giang,2021-08-02,12500
2518,Gạo thường|Rice,An Giang,2021-08-03,12500
2519,Gạo thường|Rice,An Giang,2021-08-04,12800
2520,Gạo thường|Rice,An Giang,2021-08-05,12800
2521,Gạo thường|Rice,An Giang,2021-08-06,12000
2522,Gạo thường|Rice,An Giang,2021-08-09,12000
2523,Gạo thường|Rice,An Giang,2021-08-10,11500
2524,Gạo thường|Rice,An Giang,2021-08-11,11500
2525,Gạo thường|Rice,An Giang,2021-08-12,11500
2526,Gạo thường|Rice,An Giang,2021-08-13,11500
2527,Gạo thường|Rice,An Giang,2021-08-16,11500
2528,Gạo thường|Rice,An Giang,2021-08-17,11500
2529,Gạo thường|Rice,An Giang,2021-08-18,11500
2530,Gạo thường|Rice,An Giang,2021-08-19,11500
2531,Gạo thường|Rice,An Giang,2021-08-20,11500
2532,Gạo thường|Rice,An Giang,2021-08-23,11500
2533,Gạo thường|Rice,An Giang,2021-08-24,11500
2534,Gạo thường|Rice,An Giang,2021-08-25,11500
2535,Gạo thường|Rice,An Giang,2021-08-26,11500
2536,Gạo thường|Rice,An Giang,2021-08-27,11500
2537,Gạo thường|Rice,An Giang,2021-08-30,11500
2538,Gạo thường|Rice,An Giang,2021-08-31,11500
2539,Gạo thường|Rice,An Giang,2021-09-01,11500
2540,Gạo thường|Rice,An Giang,2021-09-06,11500
2541,Gạo thường|Rice,An Giang,2021-09-07,11500
2542,Gạo thường|Rice,An Giang,2021-09-08,11500
2543,Gạo thường|Rice,An Giang,2021-09-09,11500
2544,Gạo thường|Rice,An Giang,2021-09-10,11500
2545,Gạo thường|Rice,An Giang,2021-09-13,11500
2546,Gạo thường|Rice,An Giang,2021-09-14,11500
2547,Gạo thường|Rice,An Giang,2021-09-15,11500
2548,Gạo thường|Rice,An Giang,2021-09-16,11500
2549,Gạo thường|Rice,An Giang,2021-09-17,11500
2550,Gạo thường|Rice,An Giang,2021-09-20,11500
2551,Gạo thường|Rice,An Giang,2021-09-21,11500
2552,Gạo thường|Rice,An Giang,2021-09-22,11500
2553,Gạo thường|Rice,An Giang,2021-09-23,11500
2554,Gạo thường|Rice,An Giang,2021-09-24,11500
2555,Gạo thường|Rice,An Giang,2021-09-27,11500
2556,Gạo thường|Rice,An Giang,2021-09-28,11500
2557,Gạo thường|Rice,An Giang,2021-09-29,11500
2558,Gạo thường|Rice,An Giang,2021-09-30,11500
2559,Gạo thường|Rice,An Giang,2021-10-01,11500
2560,Gạo thường|Rice,An Giang,2021-10-04,11500
2561,Gạo thường|Rice,An Giang,2021-10-05,11500
2562,Gạo thường|Rice,An Giang,2021-10-06,11500
2563,Gạo thường|Rice,An Giang,2021-10-07,12000
2564,Gạo thường|Rice,An Giang,2021-10-08,12000
2565,Gạo thường|Rice,An Giang,2021-10-11,11500
2566,Gạo thường|Rice,An Giang,2021-10-12,11500
2567,Gạo thường|Rice,An Giang,2021-10-13,11500
2568,Gạo thường|Rice,An Giang,2021-10-14,11500
2569,Gạo thường|Rice,An Giang,2021-10-15,11500
2570,Gạo thường|Rice,An Giang,2021-10-18,11500
2571,Gạo thường|Rice,An Giang,2021-10-19,11500
2572,Gạo thường|Rice,An Giang,2021-10-20,11500
2573,Gạo thường|Rice,An Giang,2021-10-21,11500
2574,Gạo thường|Rice,An Giang,2021-10-26,11500
2575,Gạo thường|Rice,An Giang,2021-10-27,11500
2576,Gạo thường|Rice,An Giang,2021-10-28,11500
2577,Gạo thường|Rice,An Giang,2021-10-29,11500
2578,Gạo thường|Rice,An Giang,2021-11-02,11500
2579,Gạo thường|Rice,An Giang,2021-11-03,11500
2580,Gạo thường|Rice,An Giang,2021-11-05,12000
2581,Gạo thường|Rice,An Giang,2021-11-09,13000
2582,Gạo thường|Rice,An Giang,2021-11-10,12000
2583,Gạo thường|Rice,An Giang,2021-11-11,12000
2584,Gạo thường|Rice,An Giang,2021-11-12,12000
2585,Gạo thường|Rice,An Giang,2021-11-15,12000
2586,Gạo thường|Rice,An Giang,2021-11-16,12000
2587,Gạo thường|Rice,An Giang,2021-11-17,12000
2588,Gạo thường|Rice,An Giang,2021-11-18,12000
2589,Gạo thường|Rice,An Giang,2021-11-19,12000
2590,Gạo thường|Rice,An Giang,2021-11-23,12000
2591,Gạo thường|Rice,An Giang,2021-11-24,12000
2592,Gạo thường|Rice,An Giang,2021-11-25,12000
2593,Gạo thường|Rice,An Giang,2021-11-26,12000
2594,Gạo thường|Rice,An Giang,2021-11-29,12000
2595,Gạo thường|Rice,An Giang,2021-11-30,12000
2596,Gạo thường|Rice,An Giang,2021-12-01,12000
2597,Gạo thường|Rice,An Giang,2021-12-02,12000
2598,Gạo thường|Rice,An Giang,2021-12-06,12000
2599,Gạo thường|Rice,An Giang,2021-12-07,12000
2600,Gạo thường|Rice,An Giang,2021-12-08,12000
2601,Gạo thường|Rice,An Giang,2021-12-09,12000
2602,Gạo thường|Rice,An Giang,2021-12-10,12000
2603,Gạo thường|Rice,An Giang,2021-12-14,12000
2604,Gạo thường|Rice,An Giang,2021-12-15,12000
2605,Gạo thường|Rice,An Giang,2021-12-16,11500
2606,Gạo thường|Rice,An Giang,2021-12-17,11500
2607,Gạo thường|Rice,An Giang,2021-12-20,11500
2608,Gạo thường|Rice,An Giang,2021-12-21,11500
2609,Gạo thường|Rice,An Giang,2021-12-22,11500
2610,Gạo thường|Rice,An Giang,2021-12-23,11500
2611,Gạo thường|Rice,An Giang,2021-12-24,12000
2612,Gạo thường|Rice,An Giang,2021-12-27,11500
2613,Gạo thường|Rice,An Giang,2021-12-28,11500
2614,Gạo thường|Rice,An Giang,2021-12-29,11500
2615,Gạo thường|Rice,An Giang,2021-12-30,11500
2616,Gạo thường|Rice,An Giang,2021-12-31,11500
2617,Gạo thường|Rice,An Giang,2022-01-04,11500
2618,Gạo thường|Rice,An Giang,2022-01-05,11500
2619,Gạo thường|Rice,An Giang,2022-01-06,11500
2620,Gạo thường|Rice,An Giang,2022-01-07,11500
2621,Gạo thường|Rice,An Giang,2022-01-11,11500
2622,Gạo thường|Rice,An Giang,2022-01-14,11500
2623,Gạo thường|Rice,An Giang,2022-01-17,11500
2624,Gạo thường|Rice,An Giang,2022-01-18,11500
2625,Gạo thường|Rice,An Giang,2022-02-18,12000
2626,Gạo thường|Rice,An Giang,2022-02-21,12000
2627,Gạo thường|Rice,An Giang,2022-02-23,12000
2628,Gạo thường|Rice,An Giang,2022-03-04,12000
2629,Gạo thường|Rice,An Giang,2022-03-07,12000
2630,Gạo thường|Rice,An Giang,2022-03-08,12000
2631,Gạo thường|Rice,An Giang,2022-03-09,12000
2632,Gạo thường|Rice,An Giang,2022-03-10,12000
2633,Gạo thường|Rice,An Giang,2022-03-11,12000
